,S1vsS2,S1vsS3,S1vsS4,S2vsS3,S2vsS4,S3vsS4
itf13g15930,1,1,0,0,0,0
itf13g15940,1,0,0,0,1,1
itf13g15950,0,0,0,1,0,0
itf13g15970,1,0,1,1,0,1
itf13g15980,0,0,0,0,0,0
itf13g15990,0,0,0,0,0,0
itf13g16010,1,0,0,1,1,0
itf13g16020,0,0,0,1,0,0
itf13g16030,1,0,0,1,1,0
itf13g16040,1,1,1,1,1,0
itf13g16070,1,1,1,1,1,0
itf13g16080,1,1,1,1,1,0
itf13g16100,1,0,0,1,1,0
itf13g16110,1,0,1,1,0,0
itf13g16120,0,0,0,0,0,0
itf13g16130,1,0,0,1,1,0
itf13g16150,0,0,0,0,0,0
itf13g16170,1,0,1,1,0,1
itf13g16180,0,0,0,0,0,0
itf13g16190,1,0,0,1,1,0
itf13g16220,0,0,0,0,0,0
itf13g16230,1,0,0,1,0,0
itf13g16240,0,0,0,0,0,0
itf13g16250,0,1,0,0,0,0
itf13g16270,0,0,0,0,0,0
itf13g16280,1,0,1,1,1,0
itf13g16290,0,1,0,1,0,0
itf13g16300,0,0,0,0,0,0
itf13g16310,0,0,0,0,0,0
itf13g16320,1,0,0,1,1,0
itf13g16330,1,0,0,1,1,0
itf13g16340,1,1,0,1,1,1
itf13g16350,0,1,1,1,1,1
itf13g16360,1,0,1,1,1,0
itf13g16370,0,0,1,0,0,1
itf13g16380,0,1,0,0,0,1
itf13g16400,0,0,0,0,0,0
itf13g16410,1,0,0,1,1,0
itf13g16420,0,0,0,0,0,0
itf13g16430,1,0,0,1,1,0
itf13g16440,0,1,0,1,0,0
itf13g16450,0,0,0,0,1,0
itf13g16460,1,0,1,0,0,1
itf13g16470,1,1,0,0,1,1
itf13g16480,1,0,1,1,1,1
itf13g16490,1,1,0,1,1,1
itf13g16500,0,0,1,0,1,1
itf13g16520,1,1,1,0,0,0
itf13g16530,1,1,1,1,1,0
itf13g16570,0,0,0,0,0,0
itf13g16600,1,1,1,0,0,0
itf13g16610,1,0,0,1,1,0
itf13g16620,1,0,0,1,1,0
itf13g16630,0,0,0,0,0,0
itf13g16640,1,0,1,1,1,0
itf13g16680,1,0,0,1,1,1
itf13g16690,0,0,0,0,0,0
itf13g16700,1,0,1,1,1,1
itf13g16710,1,0,0,1,1,0
itf13g16730,1,1,0,1,1,1
itf13g16750,1,0,0,0,1,0
itf13g16760,1,1,0,0,0,0
itf13g16770,1,0,0,1,1,0
itf13g16780,1,0,0,1,1,0
itf13g16790,0,0,0,0,0,0
itf13g16800,0,0,0,0,0,0
itf13g16810,1,1,0,1,1,1
itf13g16820,0,1,0,0,0,1
itf13g16830,1,0,0,1,1,0
itf13g16840,1,1,0,1,1,0
itf13g16850,0,0,0,0,0,0
itf13g16860,0,0,0,0,1,0
itf13g16870,0,1,0,0,0,1
itf13g16880,1,1,1,1,1,0
itf13g16890,1,1,0,0,1,1
itf13g16910,1,0,0,1,1,0
itf13g16920,0,0,0,1,0,0
itf13g16930,1,1,1,1,0,0
itf13g16940,1,1,1,0,0,0
itf13g16950,0,0,0,0,0,0
itf13g16960,1,0,0,1,1,0
itf13g16970,0,1,0,1,0,1
itf13g16980,0,1,0,0,0,1
itf13g16990,1,0,0,0,1,1
itf13g17000,0,0,1,0,1,1
itf13g17020,1,0,0,0,1,0
itf13g17030,1,0,0,1,1,0
itf13g17040,0,1,1,0,1,0
itf13g17050,0,0,0,0,0,0
itf13g17060,0,0,0,0,1,0
itf13g17070,1,0,0,0,1,0
itf13g17090,0,0,0,1,1,0
itf13g17100,0,0,0,0,0,0
itf13g17120,0,0,1,1,0,0
itf13g17130,0,0,0,1,0,0
itf13g17140,1,1,1,1,1,1
itf13g17150,0,0,0,0,0,0
itf13g17160,1,0,0,1,1,0
itf13g17170,0,1,0,0,0,1
itf13g17180,0,0,0,0,0,0
itf13g17190,1,1,0,0,1,1
itf13g17200,1,0,1,1,1,0
itf13g17210,0,0,1,0,0,1
itf13g17220,1,1,1,1,1,1
itf13g17230,1,1,1,0,1,1
itf13g17240,1,0,1,1,1,0
itf13g17250,1,0,0,1,1,0
itf13g17270,1,0,0,0,0,0
itf13g17280,1,1,1,1,1,0
itf13g17290,1,1,1,0,0,0
itf13g17300,0,0,0,0,0,0
itf13g17310,1,1,0,1,1,1
itf13g17320,1,1,1,0,1,1
itf13g17330,1,1,1,1,1,1
itf13g17340,0,0,0,0,0,0
itf13g17350,0,0,0,0,0,0
itf13g17360,0,1,0,0,0,1
itf13g17370,0,0,0,0,0,0
itf13g17380,0,0,0,0,0,0
itf13g17390,1,1,0,1,1,0
itf13g17400,1,0,0,1,1,0
itf13g17410,0,1,1,0,0,0
itf13g17420,1,1,0,0,1,1
itf13g17430,1,1,1,1,1,0
itf13g17440,1,1,1,1,0,1
itf13g17450,1,0,0,1,1,0
itf13g17460,0,0,0,0,0,0
itf13g17470,0,0,0,0,0,0
itf13g17480,0,0,0,0,0,0
itf13g17490,0,0,0,0,0,1
itf13g17510,0,0,1,0,0,0
itf13g17520,0,0,0,0,0,0
itf13g17530,1,0,0,1,1,0
itf13g17540,1,1,0,0,1,1
itf13g17550,0,0,1,0,0,1
itf13g17580,0,0,1,0,0,0
itf13g17590,1,1,1,0,0,1
itf13g17600,1,0,0,1,1,0
itf13g17610,0,0,0,0,0,0
itf13g17620,0,0,0,0,0,0
itf13g17630,0,0,0,0,0,0
itf13g17640,1,1,0,0,1,1
itf13g17650,1,0,1,0,0,0
itf13g17660,1,1,1,0,0,0
itf13g17700,0,0,0,1,0,0
itf13g17710,1,0,0,1,1,0
itf13g17720,0,0,0,0,0,0
itf13g17730,0,0,0,0,0,0
itf13g17740,1,1,0,0,1,1
itf13g17750,1,0,0,1,1,0
itf13g17760,0,0,1,0,1,0
itf13g17800,1,0,1,1,1,0
itf13g17830,0,0,0,1,1,0
itf13g17840,0,0,0,0,0,0
itf13g17850,0,0,0,0,0,0
itf13g17860,1,1,1,1,1,0
itf13g17870,0,0,0,0,0,0
itf13g17890,1,0,0,1,1,0
itf13g17900,0,0,0,1,0,0
itf13g17910,0,1,1,1,0,0
itf13g17920,1,0,0,1,1,0
itf13g17930,1,1,0,1,1,1
itf13g17940,1,1,1,0,0,0
itf13g17950,0,0,0,0,0,0
itf13g17960,0,1,0,1,0,1
itf13g17970,1,0,0,1,1,0
itf13g17980,1,1,1,1,1,1
itf13g18000,0,1,1,1,1,0
itf13g18010,0,1,0,0,0,0
itf13g18040,1,1,0,1,1,0
itf13g18050,1,0,0,1,1,0
itf13g18060,1,0,1,0,0,1
itf13g18070,0,1,0,1,0,1
itf13g18080,0,1,0,1,0,1
itf13g18090,1,0,0,1,1,0
itf13g18120,0,0,0,0,0,0
itf13g18130,1,1,1,1,1,1
itf13g18140,1,0,0,1,1,0
itf13g18150,0,1,1,1,1,0
itf13g18160,1,1,1,1,1,0
itf13g18170,0,0,0,0,0,0
itf13g18180,0,0,0,0,0,0
itf13g18190,1,1,1,0,1,0
itf13g18200,0,1,0,1,0,1
itf13g18210,0,1,1,0,0,0
itf13g18220,1,0,1,1,0,1
itf13g18250,0,0,0,0,0,0
itf13g18260,1,1,1,0,0,0
itf13g18270,0,0,0,0,0,0
itf13g18280,0,1,0,0,0,1
itf13g18290,0,0,0,0,0,0
itf13g18300,0,1,0,1,0,1
itf13g18310,0,0,0,0,0,0
itf13g18320,1,1,0,1,1,1
itf13g18330,0,1,1,1,1,0
itf13g18340,1,1,1,0,0,1
itf13g18380,0,0,0,0,0,0
itf13g18390,0,0,1,0,0,1
itf13g18420,1,1,0,0,1,1
itf13g18430,0,1,1,0,1,1
itf13g18440,0,0,0,1,0,0
itf13g18460,1,0,0,1,1,0
itf13g18470,0,0,0,1,0,0
itf13g18480,0,1,0,1,0,1
itf13g18490,0,0,0,0,0,0
itf13g18500,0,1,1,1,1,0
itf13g18510,0,1,0,0,0,1
itf13g18520,1,0,1,1,1,1
itf13g18530,1,1,1,1,1,0
itf13g18540,1,0,0,1,1,0
itf13g18550,0,1,0,0,0,1
itf13g18560,1,1,1,0,0,0
itf13g18570,1,0,0,0,1,0
itf13g18590,0,0,0,0,0,0
itf13g18600,1,0,0,0,0,0
itf13g18610,0,0,0,0,0,0
itf13g18620,0,0,0,0,0,0
itf13g18630,1,0,0,0,0,0
itf13g18640,0,1,0,1,0,1
itf13g18650,0,0,0,0,0,0
itf13g18660,1,1,1,1,0,1
itf13g18670,1,0,0,1,1,0
itf13g18680,1,0,1,0,0,1
itf13g18690,0,0,1,0,0,1
itf13g18700,1,0,0,1,1,0
itf13g18710,1,1,1,1,0,1
itf13g18720,1,0,0,1,1,0
itf13g18730,0,0,1,1,1,0
itf13g18740,1,0,1,0,0,0
itf13g18750,1,0,1,1,1,0
itf13g18760,0,0,0,0,0,0
itf13g18790,0,1,0,0,0,1
itf13g18800,1,1,0,1,1,1
itf13g18810,1,1,0,1,1,1
itf13g18820,1,0,0,1,1,0
itf13g18830,0,0,0,0,0,0
itf13g18840,1,1,1,0,0,0
itf13g18860,0,0,0,0,0,0
itf13g18890,1,0,0,1,0,0
itf13g18930,0,0,0,1,0,0
itf13g18940,1,1,0,1,1,0
itf13g18950,0,0,0,0,0,0
itf13g18960,1,1,1,0,1,0
itf13g18970,0,0,0,0,0,0
itf13g18980,0,0,0,0,0,0
itf13g18990,1,0,0,1,1,0
itf13g19000,0,0,0,0,0,0
itf13g19010,1,1,1,1,1,0
itf13g19020,0,0,0,0,0,0
itf13g19030,0,0,0,0,0,0
itf13g19040,0,0,1,0,1,1
itf13g19050,0,0,0,0,0,0
itf13g19060,1,0,0,1,1,0
itf13g19070,0,0,0,1,0,0
itf13g19080,1,0,1,1,0,1
itf13g19090,0,1,0,0,0,1
itf13g19100,1,1,1,1,1,0
itf13g19110,1,0,0,1,1,0
itf13g19120,1,1,0,0,1,1
itf13g19130,1,0,1,1,1,1
itf13g19140,1,0,0,1,1,0
itf13g19150,0,0,0,0,0,1
itf13g19160,1,1,0,0,0,0
itf13g19170,0,1,0,1,1,1
itf13g19180,0,1,0,0,0,0
itf13g19190,1,1,1,0,0,0
itf13g19200,1,1,0,1,1,1
itf13g19210,1,0,0,1,1,0
itf13g19220,0,0,0,0,0,0
itf13g19230,0,0,0,0,0,0
itf13g19240,1,0,0,1,1,0
itf13g19250,0,0,0,0,0,0
itf13g19260,0,0,0,0,0,0
itf13g19270,0,0,1,1,0,1
itf13g19280,1,0,1,1,0,1
itf13g19290,1,0,0,1,1,0
itf13g19310,1,0,0,1,1,0
itf13g19320,1,1,0,0,1,1
itf13g19330,1,0,1,1,1,0
itf13g19340,1,0,0,1,1,0
itf13g19350,0,0,0,1,1,0
itf13g19360,1,1,1,1,1,0
itf13g19370,0,0,0,0,0,0
itf13g19380,0,0,0,0,0,0
itf13g19390,1,1,1,1,1,0
itf13g19400,1,1,0,1,1,1
itf13g19410,1,0,1,1,0,1
itf13g19420,0,0,1,0,1,1
itf13g19440,1,0,0,1,1,0
itf13g19450,0,0,0,0,0,0
itf13g19460,1,1,1,1,1,0
itf13g19470,0,0,0,0,0,0
itf13g19480,0,1,0,0,0,0
itf13g19510,0,0,1,0,0,1
itf13g19520,0,0,0,0,0,0
itf13g19530,0,0,0,0,1,1
itf13g19540,0,0,0,0,0,0
itf13g19550,0,0,0,0,0,0
itf13g19560,0,1,1,1,0,0
itf13g19570,0,0,0,0,0,0
itf13g19580,1,0,0,0,0,0
itf13g19590,0,1,0,1,0,1
itf13g19600,1,0,0,1,1,0
itf13g19610,0,0,0,0,0,0
itf13g19620,0,1,1,1,1,1
itf13g19630,0,0,1,0,1,1
itf13g19640,0,1,1,1,1,1
itf13g19660,1,0,0,0,0,0
itf13g19670,0,1,1,1,1,0
itf13g19680,1,1,1,0,0,0
itf13g19690,1,1,1,1,1,0
itf13g19720,0,0,0,0,0,0
itf13g19750,0,0,0,1,0,0
itf13g19760,0,1,0,0,0,1
itf13g19770,1,1,1,1,1,0
itf13g19780,1,1,1,1,1,1
itf13g19790,0,1,1,0,0,0
itf13g19800,0,0,0,0,0,0
itf13g19810,1,0,1,1,1,1
itf13g19820,1,0,0,1,1,0
itf13g19830,0,0,0,0,0,0
itf13g19840,1,0,0,1,1,0
itf13g19850,0,0,0,0,0,0
itf13g19860,1,1,0,0,1,1
itf13g19870,0,1,1,1,1,1
itf13g19880,0,0,0,0,0,1
itf13g19890,0,1,0,0,0,1
itf13g19900,0,0,0,0,1,0
itf13g19920,0,1,1,0,0,0
itf13g19930,0,1,1,1,1,1
itf13g19940,0,1,0,1,0,1
itf13g19950,0,0,0,1,0,0
itf13g19960,0,0,0,0,0,0
itf13g19970,1,1,1,0,0,0
itf13g19980,1,0,0,1,1,0
itf13g20020,0,0,1,0,0,1
itf13g20030,0,0,1,0,1,0
itf13g20040,1,0,0,0,1,0
itf13g20050,1,1,0,1,1,0
itf13g20060,1,0,1,1,1,1
itf13g20070,0,1,0,1,0,1
itf13g20080,1,0,0,1,1,0
itf13g20090,0,1,1,1,1,1
itf13g20100,1,1,1,0,0,0
itf13g20110,1,0,1,0,1,1
itf13g20120,1,0,0,1,1,1
itf13g20140,0,0,0,0,0,1
itf13g20150,0,0,0,0,0,0
itf13g20160,0,1,1,1,0,0
itf13g20170,1,1,0,0,1,1
itf13g20180,0,0,0,0,0,0
itf13g20190,0,1,0,1,0,1
itf13g20210,1,0,0,1,1,1
itf13g20230,0,0,0,0,0,0
itf13g20280,0,1,0,0,0,1
itf13g20340,1,0,0,1,1,0
itf13g20360,0,0,0,0,0,0
itf13g20370,0,0,0,0,0,0
itf13g20380,1,1,0,1,1,1
itf13g20400,1,0,1,1,1,0
itf13g20410,1,0,0,1,1,0
itf13g20420,0,1,0,1,0,1
itf13g20430,0,1,0,1,0,1
itf13g20440,1,0,0,1,1,0
itf13g20460,0,0,0,0,0,0
itf13g20470,1,1,1,1,0,0
itf13g20480,1,1,1,0,0,0
itf13g20490,0,1,0,1,0,1
itf13g20500,1,1,1,1,1,0
itf13g20510,1,0,0,1,1,0
itf13g20520,0,1,1,1,0,1
itf13g20530,1,1,0,1,1,0
itf13g20540,0,0,0,0,0,0
itf13g20590,1,0,0,1,1,0
itf13g20600,1,0,0,1,0,0
itf13g20610,0,1,1,1,1,0
itf13g20620,0,1,0,1,0,1
itf13g20630,0,0,0,0,0,0
itf13g20640,0,1,0,1,0,1
itf13g20650,0,1,0,0,0,1
itf13g20660,0,1,0,0,0,1
itf13g20670,0,0,0,0,0,0
itf13g20680,1,0,0,0,0,0
itf13g20690,0,1,0,1,0,1
itf13g20700,0,1,0,0,0,1
itf13g20710,1,1,0,1,1,1
itf13g20720,0,0,0,0,1,0
itf13g20730,1,0,0,1,1,0
itf13g20740,1,1,0,0,1,0
itf13g20780,0,0,0,0,0,0
itf13g20790,1,1,0,0,1,1
itf13g20800,1,0,0,0,1,0
itf13g20810,1,0,1,1,1,0
itf13g20830,0,0,0,0,0,0
itf13g20840,1,0,0,1,1,0
itf13g20860,0,0,0,0,0,0
itf13g20890,0,0,1,0,0,1
itf13g20900,1,1,0,0,0,0
itf13g20910,0,1,1,1,1,0
itf13g20920,1,1,1,1,1,1
itf13g20930,0,0,0,0,0,0
itf13g20950,0,0,0,0,0,0
itf13g20960,0,0,0,0,0,0
itf13g20970,1,1,1,0,0,0
itf13g20980,1,0,0,0,0,0
itf13g21010,1,1,1,0,1,1
itf13g21020,1,0,1,1,0,1
itf13g21030,0,0,0,0,0,0
itf13g21050,0,0,0,1,0,0
itf13g21060,0,0,1,0,0,1
itf13g21080,0,1,1,1,0,1
itf13g21090,1,0,0,1,1,0
itf13g21100,0,1,0,1,0,1
itf13g21110,1,1,1,1,1,0
itf13g21120,1,1,1,1,1,0
itf13g21140,0,0,1,0,1,1
itf13g21150,0,0,0,0,0,0
itf13g21160,1,0,1,1,1,1
itf13g21170,1,1,1,1,1,1
itf13g21180,1,1,0,0,1,1
itf13g21190,0,1,0,0,0,1
itf13g21200,0,0,1,0,1,0
itf13g21210,0,0,1,0,0,0
itf13g21230,1,0,0,1,0,1
itf13g21240,0,0,0,0,0,0
itf13g21250,1,1,1,1,0,0
itf13g21260,0,1,0,0,0,1
itf13g21270,0,0,0,0,0,0
itf13g21310,0,0,0,0,0,0
itf13g21360,0,0,0,0,1,0
itf13g21370,0,0,0,1,0,0
itf13g21380,1,0,0,0,1,1
itf13g21390,0,0,0,0,0,0
itf13g21400,1,0,0,1,1,0
itf13g21410,0,0,0,0,0,0
itf13g21420,1,0,0,1,1,0
itf13g21430,0,0,1,0,1,1
itf13g21440,1,1,0,1,1,0
itf13g21450,1,0,0,1,1,0
itf13g21460,1,0,0,1,1,1
itf13g21490,0,1,1,0,1,1
itf13g21510,0,0,0,1,0,0
itf13g21520,0,1,0,0,0,1
itf13g21530,0,0,0,1,0,0
itf13g21540,0,0,0,0,0,0
itf13g21580,1,0,0,1,1,0
itf13g21590,1,0,0,1,1,0
itf13g21600,1,0,1,1,1,1
itf13g21610,0,1,0,0,0,1
itf13g21620,0,0,0,0,0,0
itf13g21640,1,1,1,0,0,0
itf13g21650,1,0,0,1,1,0
itf13g21660,1,1,0,1,1,0
itf13g21690,1,0,1,1,1,1
itf13g21700,1,0,0,1,1,0
itf13g21710,1,1,1,1,1,1
itf13g21720,0,0,0,1,0,0
itf13g21750,0,0,0,0,0,0
itf13g21760,0,0,0,1,0,0
itf13g21770,0,1,1,0,1,1
itf13g21780,0,0,0,1,0,0
itf13g21790,0,1,0,0,0,1
itf13g21800,0,1,0,1,0,1
itf13g21810,0,1,0,0,0,1
itf13g21820,0,1,0,1,0,1
itf13g21830,1,1,0,1,1,0
itf13g21840,1,1,0,1,1,1
itf13g21860,0,1,0,0,0,1
itf13g21870,1,1,0,0,1,1
itf13g21880,1,1,0,1,1,1
itf13g21890,0,1,0,0,0,1
itf13g21910,0,0,1,1,1,1
itf13g21920,1,0,0,1,1,0
itf13g21930,1,1,0,0,1,0
itf13g21940,1,0,0,1,0,0
itf13g21960,0,1,1,1,1,0
itf13g21970,0,0,0,0,0,0
itf13g21980,0,0,0,1,0,0
itf13g21990,0,0,0,0,0,0
itf13g22020,0,0,0,0,1,0
itf13g22030,0,0,0,0,0,0
itf13g22040,0,0,0,0,0,0
itf13g22050,0,0,0,0,0,0
itf13g22060,1,1,0,1,1,0
itf13g22070,0,0,0,0,0,0
itf13g22080,0,0,1,0,1,1
itf13g22100,0,1,0,1,0,0
itf13g22110,0,1,1,1,1,1
itf13g22120,1,0,0,1,1,0
itf13g22130,0,0,0,0,0,0
itf13g22140,0,1,1,0,0,0
itf13g22150,0,0,1,0,0,0
itf13g22160,1,0,0,1,1,0
itf13g22170,0,0,0,1,0,0
itf13g22180,1,0,0,1,1,0
itf13g22190,0,0,0,0,0,0
itf13g22210,1,1,0,1,1,1
itf13g22220,1,0,0,1,1,0
itf13g22240,1,0,0,0,0,0
itf13g22260,0,1,0,0,0,1
itf13g22280,0,1,0,1,0,1
itf13g22310,0,0,0,1,0,0
itf13g22330,0,1,1,1,1,0
itf13g22420,0,0,0,0,0,0
itf13g22430,1,1,0,1,0,1
itf13g22450,1,0,1,1,0,1
itf13g22460,1,0,1,0,0,0
itf13g22470,0,1,0,0,0,1
itf13g22480,0,0,1,0,1,1
itf13g22490,1,0,0,1,1,0
itf13g22520,1,1,1,0,1,1
itf13g22530,1,0,0,1,1,0
itf13g22540,1,0,1,1,1,0
itf13g22550,0,0,1,0,1,1
itf13g22560,1,0,0,0,0,0
itf13g22570,0,0,0,0,0,0
itf13g22590,0,1,1,0,1,1
itf13g22600,1,0,0,0,1,0
itf13g22610,0,1,0,1,0,1
itf13g22620,0,0,0,0,0,0
itf13g22640,1,0,0,1,1,0
itf13g22650,1,0,1,1,1,0
itf13g22660,0,1,1,1,1,1
itf13g22680,1,0,0,1,1,0
itf13g22710,0,0,0,0,0,0
itf13g22720,0,1,0,0,0,1
itf13g22730,1,0,1,1,1,0
itf13g22740,0,0,0,1,0,0
itf13g22750,1,1,0,0,1,1
itf13g22760,1,0,0,1,1,0
itf13g22770,1,1,1,1,0,1
itf13g22780,0,1,0,1,0,0
itf13g22790,0,1,1,1,1,1
itf13g22800,0,0,0,0,0,0
itf13g22820,0,1,0,1,0,1
itf13g22830,1,0,0,0,1,0
itf13g22860,1,1,0,1,1,1
itf13g22870,0,0,0,1,0,0
itf13g22880,0,0,0,0,1,1
itf13g22890,1,0,1,1,1,0
itf14g00010,0,0,0,0,0,0
itf14g00020,0,0,0,0,0,0
itf14g00050,1,0,1,1,1,0
itf14g00060,0,0,1,0,1,1
itf14g00070,1,0,0,1,1,0
itf14g00090,1,0,1,1,0,1
itf14g00110,0,0,0,0,0,0
itf14g00130,0,0,1,0,1,0
itf14g00160,0,0,0,0,0,0
itf14g00170,1,1,1,1,1,0
itf14g00180,1,0,0,1,1,1
itf14g00190,1,0,0,0,0,0
itf14g00200,0,1,1,1,0,1
itf14g00210,1,1,1,1,1,0
itf14g00220,1,0,0,1,1,0
itf14g00230,0,0,1,0,0,1
itf14g00240,1,0,0,1,1,0
itf14g00250,1,1,1,1,1,0
itf14g00260,0,1,1,1,1,0
itf14g00270,1,0,1,1,1,1
itf14g00300,1,0,1,1,0,1
itf14g00310,0,1,0,0,0,1
itf14g00360,0,0,0,0,0,0
itf14g00370,0,0,1,0,1,1
itf14g00380,0,0,0,0,0,0
itf14g00390,0,1,1,1,1,0
itf14g00410,1,1,1,0,0,0
itf14g00430,1,1,1,1,0,1
itf14g00440,1,0,0,1,1,0
itf14g00450,1,1,1,0,0,0
itf14g00460,0,0,1,1,1,0
itf14g00470,0,0,0,1,1,0
itf14g00480,0,0,0,0,0,0
itf14g00490,0,0,0,0,0,0
itf14g00520,1,0,0,1,1,0
itf14g00560,1,1,1,1,1,1
itf14g00570,1,0,1,1,1,1
itf14g00580,0,0,1,1,1,1
itf14g00590,0,0,1,0,0,0
itf14g00610,0,0,0,0,0,0
itf14g00620,1,1,1,1,0,1
itf14g00630,0,0,1,0,0,1
itf14g00640,1,0,0,1,1,0
itf14g00650,1,0,1,1,0,1
itf14g00660,1,1,1,0,0,1
itf14g00670,0,0,0,0,0,0
itf14g00680,0,0,0,0,0,0
itf14g00690,0,1,0,1,0,1
itf14g00710,1,1,0,1,0,1
itf14g00720,1,0,0,1,1,0
itf14g00730,1,1,1,1,1,0
itf14g00740,1,0,1,1,1,0
itf14g00750,1,1,1,1,1,0
itf14g00760,0,0,0,0,0,0
itf14g00790,0,0,0,0,1,0
itf14g00800,1,1,1,1,1,0
itf14g00810,1,0,0,1,1,0
itf14g00820,0,0,0,0,1,1
itf14g00880,1,0,0,1,0,0
itf14g00890,1,1,0,1,1,1
itf14g00900,0,0,0,0,0,0
itf14g00920,0,0,1,0,0,0
itf14g00940,1,0,0,1,1,0
itf14g00950,0,1,1,0,0,0
itf14g00990,0,0,0,0,1,0
itf14g01010,1,0,0,1,1,0
itf14g01020,0,0,0,0,0,0
itf14g01030,1,1,0,1,1,1
itf14g01040,0,1,1,1,1,0
itf14g01060,0,0,0,0,0,1
itf14g01070,1,1,1,0,1,1
itf14g01080,0,0,0,0,0,0
itf14g01090,1,0,0,1,1,0
itf14g01100,1,1,0,1,1,1
itf14g01110,1,0,0,1,1,0
itf14g01120,0,0,0,0,0,0
itf14g01130,1,1,1,1,1,0
itf14g01140,1,1,1,0,0,1
itf14g01150,1,0,0,0,1,0
itf14g01160,0,1,1,1,1,1
itf14g01170,1,0,0,0,1,0
itf14g01180,1,0,0,1,1,0
itf14g01190,0,0,1,1,0,1
itf14g01210,0,1,0,1,0,1
itf14g01220,0,0,0,0,0,0
itf14g01230,0,1,1,0,0,0
itf14g01240,0,0,0,0,0,0
itf14g01250,0,0,0,0,0,0
itf14g01260,0,1,1,0,1,1
itf14g01270,0,1,0,0,0,0
itf14g01280,1,0,0,1,1,0
itf14g01290,0,0,0,1,1,0
itf14g01300,0,0,1,1,1,0
itf14g01310,1,0,1,1,1,1
itf14g01320,0,0,0,0,0,0
itf14g01330,1,0,0,1,1,0
itf14g01340,1,1,1,1,1,0
itf14g01350,1,1,1,1,0,1
itf14g01360,1,1,1,1,1,0
itf14g01370,1,0,0,1,1,0
itf14g01380,1,0,0,1,1,1
itf14g01390,1,0,0,1,0,0
itf14g01400,1,1,1,1,1,0
itf14g01430,0,1,1,0,1,1
itf14g01440,1,0,0,1,1,0
itf14g01470,0,0,0,1,0,0
itf14g01480,1,0,1,1,1,0
itf14g01490,1,0,1,0,0,1
itf14g01500,1,0,1,1,0,1
itf14g01510,1,0,0,1,1,0
itf14g01520,1,0,1,1,1,0
itf14g01540,0,0,0,0,0,0
itf14g01550,0,0,1,0,1,1
itf14g01560,1,1,1,1,1,0
itf14g01570,0,0,0,1,0,0
itf14g01580,0,1,0,1,0,1
itf14g01600,0,1,1,1,1,0
itf14g01610,0,0,0,0,0,0
itf14g01620,0,0,0,1,1,0
itf14g01630,1,1,1,0,1,1
itf14g01640,0,1,1,0,1,1
itf14g01650,0,1,0,0,0,0
itf14g01700,0,1,0,0,0,0
itf14g01710,0,1,1,0,0,0
itf14g01720,0,0,0,0,0,0
itf14g01730,0,0,1,0,1,0
itf14g01740,0,0,0,0,0,0
itf14g01750,1,1,1,0,0,0
itf14g01760,1,1,1,0,0,0
itf14g01770,0,0,0,0,0,0
itf14g01810,1,0,0,0,0,0
itf14g01820,0,0,0,0,0,0
itf14g01830,0,0,0,0,1,0
itf14g01840,0,0,0,1,0,0
itf14g01880,0,0,0,0,0,0
itf14g01900,0,1,0,0,0,0
itf14g01910,1,0,0,1,1,1
itf14g01920,0,1,1,1,0,0
itf14g01940,0,0,0,1,0,0
itf14g01960,0,0,0,1,0,0
itf14g01970,0,0,0,1,0,0
itf14g01980,1,1,1,1,1,0
itf14g01990,1,0,0,1,1,0
itf14g02000,1,1,1,1,0,1
itf14g02010,0,0,1,0,0,0
itf14g02030,1,1,1,1,1,1
itf14g02050,0,0,0,1,0,0
itf14g02060,0,0,0,0,0,0
itf14g02070,1,1,1,0,0,0
itf14g02080,1,1,1,0,0,1
itf14g02090,0,0,0,0,0,0
itf14g02100,0,0,0,1,0,0
itf14g02110,0,1,1,0,1,1
itf14g02120,0,0,1,0,0,1
itf14g02130,0,1,1,0,1,1
itf14g02140,0,0,1,0,0,0
itf14g02150,1,0,0,0,1,0
itf14g02160,0,1,0,0,0,1
itf14g02170,1,1,1,0,0,1
itf14g02180,0,0,0,0,0,0
itf14g02190,1,0,0,0,0,0
itf14g02210,1,1,1,0,0,0
itf14g02220,1,1,0,1,1,1
itf14g02240,0,0,0,0,0,0
itf14g02250,1,0,0,1,0,0
itf14g02260,1,0,0,1,1,0
itf14g02270,1,0,1,0,0,0
itf14g02280,1,1,1,0,0,1
itf14g02290,0,1,0,0,0,1
itf14g02300,0,0,0,1,0,0
itf14g02320,0,0,0,0,0,0
itf14g02350,0,0,0,0,0,0
itf14g02380,1,1,1,1,1,0
itf14g02390,1,0,0,1,1,1
itf14g02400,0,1,1,1,1,0
itf14g02410,1,1,1,1,1,0
itf14g02420,1,0,0,1,1,0
itf14g02430,1,0,1,1,1,1
itf14g02440,1,0,1,1,1,1
itf14g02450,1,0,0,1,1,0
itf14g02460,0,1,1,1,1,0
itf14g02470,0,0,0,0,0,0
itf14g02480,0,1,0,0,0,0
itf14g02490,1,0,1,1,1,1
itf14g02500,0,0,0,0,0,0
itf14g02510,1,0,0,1,0,0
itf14g02520,0,0,0,1,0,0
itf14g02530,0,0,0,0,0,0
itf14g02540,1,0,0,1,1,0
itf14g02550,1,0,0,1,1,0
itf14g02560,1,1,1,0,0,1
itf14g02600,1,0,1,1,1,0
itf14g02620,1,1,1,0,0,0
itf14g02630,0,0,1,0,1,0
